,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,80767,Philippe Coutinho,30, M(CLR),172,68,24(2),24,2,2005,8,5,2,1,4.3,78.9,0.2,4,7.29
1,4511,James Milner,36," D(LR),M(CLR)",175,70,28,28,0,2416,5,11,9,1,1.4,77.4,1.1,4,7.21
2,96182,Roberto Firmino,30," M(CLR),FW",181,76,24(7),24,7,1982,10,7,1,0,2.0,76.6,0.3,5,7.19
3,68659,Jordan Henderson,32," D(C),M(CLR)",182,67,15(2),15,2,1293,2,3,1,0,1.5,79.1,1.2,0,7.14
4,23736,Daniel Sturridge,33," M(R),FW",188,76,11(3),11,3,980,8,1,0,0,3.4,78.2,0.4,1,7.12
5,31451,Lucas Leiva,35," D(C),M(C)",179,74,21(6),21,6,1953,0,1,8,0,0.3,83.4,2.3,1,7.08
6,21683,Adam Lallana,34, M(CLR),172,73,23(7),23,7,2113,4,6,2,0,1.5,82.4,0.8,1,7.08
7,29575,Mamadou Sakho,32, D(C),187,83,21(1),21,1,1855,1,0,1,0,0.3,87.9,3.4,0,7.07
8,113275,Alberto Moreno,30," D(L),M(L)",171,65,28(4),28,4,2548,1,4,3,0,1.1,81.3,0.4,3,7.05
9,111212,Emre Can,28," D(CLR),DMC",186,86,28(2),28,2,2493,1,0,9,0,1.0,81.3,1.5,1,7.05
10,29106,Dejan Lovren,33, D(C),188,84,22(2),22,2,1898,0,0,2,0,0.9,84.6,3.3,1,6.97
11,107846,Kevin Stewart,29, DMC,181,73,6(1),6,1,564,0,0,1,0,0.7,88.0,0.7,0,6.94
12,19840,Martin Skrtel,37, D(C),191,81,21(1),21,1,1886,1,0,5,0,0.5,85.3,2.6,0,6.93
13,136451,Joe Gomez,25, D(CLR),188,77,5,5,0,438,0,1,3,0,0.2,78.8,1.8,0,6.86
14,68312,Christian Benteke,31, FW,190,83,14(15),14,15,1520,9,3,2,0,2.1,66.1,4.4,3,6.83
15,69375,Nathaniel Clyne,31," D(LR),M(R)",175,67,33,33,0,2970,1,0,6,0,0.9,78.6,0.3,0,6.79
16,3817,Kolo Touré,41, D(C),183,74,9(5),9,5,859,1,0,1,0,0.3,81.5,0.6,0,6.76
17,99165,Danny Ward,29, GK,191,88,2,2,0,180,0,0,0,0,0.0,53.1,0.5,0,6.74
18,141513,Cameron Brannagan,26, M(C),180,71,1(2),1,2,112,0,0,0,0,0.3,95.1,0.0,0,6.71
19,94030,Jon Flanagan,29, D(LR),181,79,5,5,0,421,0,1,1,0,0.0,83.8,1.4,0,6.69
20,257539,Sheyi Ojo,25, AM(CLR),177,64,5(3),5,3,397,0,3,0,0,0.6,87.1,0.3,0,6.66
21,124688,Divock Origi,27," AM(LR),FW",185,75,7(9),7,9,669,5,1,0,0,1.5,75.0,0.4,0,6.63
22,105797,Jordon Ibe,26, M(CLR),176,81,12(15),12,15,1172,1,2,0,0,1.1,84.8,0.1,1,6.59
23,23444,Joe Allen,32, M(C),168,62,8(11),8,11,736,2,1,0,0,0.6,84.1,0.2,0,6.57
24,91762,Danny Ings,30," AM(C),FW",178,73,3(3),3,3,340,2,0,1,0,1.7,76.3,0.5,0,6.54
25,52197,Simon Mignolet,34, GK,193,87,34,34,0,3060,0,0,2,0,0.0,60.6,0.1,0,6.52
26,141437,Jordan Rossiter,25, DMC,178,68,0(1),0,1,14,0,0,0,0,0.0,80.0,0.0,0,6.35
27,141414,Brad Smith,28," D(L),M(L)",178,70,3(1),3,1,285,0,0,1,1,0.3,76.6,0.5,0,6.33
28,296522,Connor Randall,26, D(LR),180,76,2(1),2,1,163,0,0,0,0,0.7,73.2,0.7,0,6.24
29,295964,Sergi Canós,25, M(LR),177,75,0(1),0,1,9,0,0,0,0,0.0,80.0,1.0,0,6.16
30,142352,João Teixeira,29, AM(CLR),167,64,0(1),0,1,3,0,0,0,0,0.0,100.0,0.0,0,6.11
31,76499,Steven Caulker,30, D(C),191,76,0(3),0,3,4,0,0,0,0,0.3,44.4,1.0,0,6.06
32,69179,Ádám Bogdán,34, GK,193,82,2,2,0,180,0,0,0,0,0.0,46.2,0.0,0,5.6
33,297409,Pedro Chirivella,25, DMC,178,66,1,1,0,46,0,0,0,0,0.0,72.7,0.0,0,5.31
