,player_number,name,position,start_games,sub_games,mins,goals,assists,shot_per_game,offsides_per_game,total_shots,team,year_start,year_end,league,fouls_per_game,total_fouls,yellow_cards,red_cards,clean_sheets,points,xG,xA,mapped_position,number_of_positions,rating,rating_mls_formula
290,28550,Thiago Silva, D(C),23,0,1938,2,0,0.6,0.0,13.799999999999999,Chelsea,2020,2021,epl,0.6,13.799999999999999,3,1,14,67,1.3205454014241695,0.2914941646158695,Defender,1,6.91,4.229330722492112
291,350088,Callum Hudson-Odoi, M(CLR),10,13,1060,2,3,1.0,0.2,23.0,Chelsea,2020,2021,epl,0.5,11.5,0,0,14,67,1.3696892522275448,3.104141779243946,Midfielder,3,6.73,4.216178446010257
292,34749,Willy Caballero, GK,1,0,90,0,0,0.0,0.0,0.0,Chelsea,2020,2021,epl,0.0,0.0,0,0,14,67,0.0,0.0,Goalkeeper,1,5.41,3.8777777777777778
293,317507,Fikayo Tomori, D(CR),0,1,45,0,0,0.0,0.0,0.0,Chelsea,2020,2021,epl,1.0,1.0,0,0,14,67,0.0,0.0,Defender,2,6.85,3.666666666666667
294,115868,Hakim Ziyech, M(CLR),15,8,1180,2,3,1.5,0.2,34.5,Chelsea,2020,2021,epl,0.8,18.400000000000002,3,0,14,67,1.9873138703405857,4.478449191898108,Midfielder,3,6.71,3.665500717513671
295,114075,N'Golo Kanté, DMC,24,6,2146,0,2,0.3,0.0,9.0,Chelsea,2020,2021,epl,1.2,36.0,7,0,14,67,0.7004624530673027,1.206712644547224,Defensive Midfielder,1,6.86,3.336546286453611
296,93894,Mateo Kovacic, M(CL),21,6,1820,0,1,0.9,0.0,24.3,Chelsea,2020,2021,epl,0.6,16.2,4,0,14,67,0.9314172859303652,1.9152584234252568,Midfielder,2,6.84,3.1608775747069564
297,24444,Olivier Giroud, FW,8,9,747,4,0,1.7,0.4,28.9,Chelsea,2020,2021,epl,0.9,15.3,1,0,14,67,5.070415806025267,1.1757991276681423,Forward,1,6.52,2.9529134284517005
298,101955,Emerson," D(L),M(L)",0,2,89,0,0,0.0,0.0,0.0,Chelsea,2020,2021,epl,1.5,3.0,0,0,14,67,0.0,0.0,Defender Midfielder,2,6.63,2.838389513108614
299,130331,Andreas Christensen," D(C),DMC",15,2,1375,0,0,0.2,0.0,3.4000000000000004,Chelsea,2020,2021,epl,0.5,8.5,2,1,14,67,0.1294082719832658,0.250104570761323,Defender Defensive Midfielder,2,6.8,2.5594521687462866
300,381255,Billy Gilmour, DMC,3,2,260,0,0,0.2,0.0,1.0,Chelsea,2020,2021,epl,0.4,2.0,0,0,14,67,0.0511343106627464,0.1236583553254604,Defensive Midfielder,1,6.32,2.246324786324786
301,68659,Jordan Henderson," D(C),M(CLR)",36,1,3256,6,9,1.4,0.1,51.8,Liverpool,2014,2015,epl,0.9,33.300000000000004,6,0,12,62,4.294427355751395,6.793562995269895,Defender Midfielder,4,7.14,8.221076946558535
302,21683,Adam Lallana, M(CLR),23,4,1792,5,3,1.4,0.1,37.8,Liverpool,2014,2015,epl,0.9,24.3,4,0,12,62,4.768366973847151,3.141797695308924,Midfielder,3,6.93,5.954490620688844
303,80767,Philippe Coutinho, M(CLR),32,3,2801,5,5,2.9,0.2,101.5,Liverpool,2014,2015,epl,0.7,24.5,3,0,12,62,4.376544035039842,5.527065984904766,Midfielder,3,7.34,5.4805790243368175
304,4574,Glen Johnson," D(CLR),M(R)",15,4,1331,1,0,0.4,0.1,7.6000000000000005,Liverpool,2014,2015,epl,0.4,7.6000000000000005,2,0,12,62,1.052791423164308,0.3069630051031708,Defender Midfielder,4,6.79,5.156605240750576
305,113275,Alberto Moreno," D(L),M(L)",26,2,2263,2,0,0.6,0.1,16.8,Liverpool,2014,2015,epl,1.3,36.4,6,0,12,62,1.935569200664759,1.6584648517891765,Defender Midfielder,2,6.72,4.690543921404275
306,23736,Daniel Sturridge," M(R),FW",7,5,750,4,1,3.3,0.5,39.599999999999994,Liverpool,2014,2015,epl,0.4,4.800000000000001,0,0,12,62,4.518866069614887,1.51829581707716,Midfielder Forward,2,7.01,4.61150030440954
307,97692,Raheem Sterling," M(CLR),FW",34,1,3053,7,7,2.4,0.5,84.0,Liverpool,2014,2015,epl,1.3,45.5,5,0,12,62,8.785912293940783,6.0366210248321295,Midfielder Forward,4,7.27,4.592635949551288
308,19840,Martin Skrtel, D(C),33,0,2970,1,0,0.6,0.1,19.8,Liverpool,2014,2015,epl,0.7,23.099999999999998,8,0,12,62,0.9992612563073636,0.4422793909907341,Defender,1,7.21,4.531304946403998
309,111212,Emre Can," D(CLR),DMC",23,4,2067,1,0,0.6,0.0,16.2,Liverpool,2014,2015,epl,1.1,29.700000000000003,2,1,12,62,0.4509777398779988,1.2752420231699944,Defender Defensive Midfielder,4,7.05,4.462273440401169
310,52197,Simon Mignolet, GK,35,1,3224,0,0,0.0,0.0,0.0,Liverpool,2014,2015,epl,0.0,0.0,0,0,12,62,0.0,0.0231028404086828,Goalkeeper,1,6.73,4.2715788989982535
311,105577,Lazar Markovic, AM(CLR),11,8,935,2,1,0.8,0.0,15.200000000000001,Liverpool,2014,2015,epl,0.5,9.5,0,0,12,62,1.8803791087120767,1.461945510469377,Midfielder,3,6.67,3.787224261917769
312,274630,Jerome Sinclair," AM(LR),FW",0,2,25,0,0,0.0,0.0,0.0,Liverpool,2014,2015,epl,0.0,0.0,0,0,12,62,0.0,0.0521583370864391,Midfielder Forward,3,5.96,3.7566666666666664
313,29575,Mamadou Sakho, D(C),15,1,1418,0,0,0.1,0.0,1.6,Liverpool,2014,2015,epl,0.5,8.0,1,0,12,62,0.1116890665143728,0.1159198051318526,Defender,1,7.05,3.409847594420937
314,23444,Joe Allen, M(C),16,5,1471,1,0,0.6,0.0,12.6,Liverpool,2014,2015,epl,1.0,21.0,3,0,12,62,0.700470419600606,0.5434274133294821,Midfielder,1,6.81,3.301640840893967
315,8409,Rickie Lambert, FW,7,18,825,2,2,0.8,0.5,20.0,Liverpool,2014,2015,epl,0.5,12.5,2,0,12,62,1.8370396420359607,0.8429341707378626,Forward,1,6.33,3.2749420421356885
316,109227,Javier Manquillo," D(LR),M(R)",10,0,762,0,0,0.2,0.2,2.0,Liverpool,2014,2015,epl,0.2,2.0,3,0,12,62,0.0792082604020834,0.0726721957325935,Defender Midfielder,3,6.87,3.259982502187227
317,17,Steven Gerrard, M(C),25,4,2238,9,1,1.9,0.0,55.099999999999994,Liverpool,2014,2015,epl,0.4,11.600000000000001,7,1,12,62,7.108814503997564,3.2090775687247515,Midfielder,1,6.95,2.9966753045831
318,29106,Dejan Lovren, D(C),22,4,2036,0,0,0.7,0.0,18.2,Liverpool,2014,2015,epl,0.7,18.2,4,0,12,62,0.8934373613446951,0.0718623762950301,Defender,1,6.98,2.8038971000621298
319,14230,José Enrique," D(L),M(L)",2,2,203,0,0,0.3,0.0,1.2,Liverpool,2014,2015,epl,0.8,3.2,0,0,12,62,0.0123948482796549,0.0608836859464645,Defender Midfielder,2,6.34,2.6842030651340996
320,105797,Jordon Ibe, M(CLR),7,5,618,0,0,0.8,0.0,9.600000000000001,Liverpool,2014,2015,epl,0.3,3.5999999999999996,0,0,12,62,0.5851623583585024,0.3594917170703411,Midfielder,3,6.63,2.6197022653721684
321,3817,Kolo Touré, D(C),7,5,711,0,0,0.1,0.0,1.2000000000000002,Liverpool,2014,2015,epl,0.3,3.5999999999999996,0,0,12,62,0.0194799918681383,0.1440016329288482,Defender,1,6.52,2.4234331926863573
322,31451,Lucas Leiva," D(C),M(C)",16,4,1315,0,0,0.6,0.1,12.0,Liverpool,2014,2015,epl,1.4,28.0,4,0,12,62,0.5969757903367281,0.4187123859301209,Defender Midfielder,2,6.97,2.1348774820447822
323,80882,Fabio Borini," M(CLR),FW",3,9,394,1,1,1.2,0.3,14.399999999999999,Liverpool,2014,2015,epl,0.8,9.600000000000001,1,1,12,62,1.947102088481188,0.933335019275546,Midfielder Forward,4,6.16,1.8840540363655887
324,33799,Mario Balotelli, FW,10,6,940,1,0,3.5,0.8,56.0,Liverpool,2014,2015,epl,1.8,28.8,5,0,12,62,5.24107401818037,0.4303748067468405,Forward,1,6.54,1.52968162935615
325,142352,João Teixeira, AM(CLR),0,1,3,0,0,0.0,0.0,0.0,Liverpool,2015,2016,epl,0.0,0.0,0,0,11,60,0.0,0.0,Midfielder,3,6.11,22.1
326,94030,Jon Flanagan, D(LR),5,0,421,0,1,0.0,0.0,0.0,Liverpool,2015,2016,epl,1.4,7.0,1,0,11,60,0.0,0.1449427343904972,Defender,2,6.69,10.30423822286833
327,68659,Jordan Henderson," D(C),M(CLR)",15,2,1293,2,3,1.5,0.2,25.5,Liverpool,2015,2016,epl,0.6,10.2,1,0,11,60,1.5272890776395798,1.300454712472856,Defender Midfielder,4,7.14,7.933189278199051
328,3817,Kolo Touré, D(C),9,5,859,1,0,0.3,0.0,4.2,Liverpool,2015,2016,epl,0.1,1.4000000000000001,1,0,11,60,0.2425586581230163,0.0187493432313203,Defender,1,6.76,7.3750227279295135
329,4511,James Milner," D(LR),M(CLR)",28,0,2416,5,11,1.4,0.1,39.199999999999996,Liverpool,2015,2016,epl,1.7,47.6,9,1,11,60,3.398423217236996,5.385004932060838,Defender Midfielder,5,7.21,6.467788372806329
330,23736,Daniel Sturridge," M(R),FW",11,3,980,8,1,3.4,0.5,47.6,Liverpool,2015,2016,epl,0.1,1.4000000000000001,0,0,11,60,5.74158351123333,0.5159464338794351,Midfielder Forward,2,7.12,6.378175595139089
331,80767,Philippe Coutinho, M(CLR),24,2,2005,8,5,4.3,0.2,111.8,Liverpool,2015,2016,epl,0.4,10.4,2,1,11,60,6.496308712288737,5.286337033845484,Midfielder,3,7.29,5.40244148241668
332,141437,Jordan Rossiter, DMC,0,1,14,0,0,0.0,0.0,0.0,Liverpool,2015,2016,epl,0.0,0.0,0,0,11,60,0.0,0.0,Defensive Midfielder,1,6.35,5.395238095238096
333,96182,Roberto Firmino," M(CLR),FW",24,7,1982,10,7,2.0,0.5,62.0,Liverpool,2015,2016,epl,0.9,27.900000000000002,1,0,11,60,7.131028613075614,5.39667608961463,Midfielder Forward,4,7.19,5.337733073236068
334,29575,Mamadou Sakho, D(C),21,1,1855,1,0,0.3,0.0,6.6,Liverpool,2015,2016,epl,0.4,8.8,1,0,11,60,0.8336911760270596,0.071453858166933,Defender,1,7.07,5.176002829084693
335,113275,Alberto Moreno," D(L),M(L)",28,4,2548,1,4,1.1,0.2,35.2,Liverpool,2015,2016,epl,0.9,28.8,3,0,11,60,1.6545054893940687,4.22619329765439,Defender Midfielder,2,7.05,5.150698052197045
336,124688,Divock Origi," AM(LR),FW",7,9,669,5,1,1.5,0.6,24.0,Liverpool,2015,2016,epl,0.7,11.2,0,0,11,60,3.354849353432656,0.5015551578253508,Midfielder Forward,3,6.63,4.827761967087656
337,91762,Danny Ings," AM(C),FW",3,3,340,2,0,1.7,0.3,10.2,Liverpool,2015,2016,epl,1.2,7.199999999999999,1,0,11,60,1.851082056760788,0.3525637034326792,Midfielder Forward,2,6.54,4.808642866251676
338,21683,Adam Lallana, M(CLR),23,7,2113,4,6,1.5,0.5,45.0,Liverpool,2015,2016,epl,0.9,27.0,2,0,11,60,3.533182168379426,5.648350628092885,Midfielder,3,7.08,4.588626963528986
339,19840,Martin Skrtel, D(C),21,1,1886,1,0,0.5,0.0,11.0,Liverpool,2015,2016,epl,1.0,22.0,5,0,11,60,0.6353058395907283,0.809040317311883,Defender,1,6.93,4.580438766916508
340,69375,Nathaniel Clyne," D(LR),M(R)",33,0,2970,1,0,0.9,0.0,29.7,Liverpool,2015,2016,epl,0.6,19.8,6,0,11,60,1.815190341323614,1.8440425246953964,Defender Midfielder,3,6.79,4.5176583771674705
341,52197,Simon Mignolet, GK,34,0,3060,0,0,0.0,0.0,0.0,Liverpool,2015,2016,epl,0.0,0.0,2,0,11,60,0.0,0.0067829620093107,Goalkeeper,1,6.52,4.052287581699345
342,68312,Christian Benteke, FW,14,15,1520,9,3,2.1,0.6,60.900000000000006,Liverpool,2015,2016,epl,1.0,29.0,2,0,11,60,9.98186818882823,2.7818555179983377,Forward,1,6.83,3.6444659633603496
343,111212,Emre Can," D(CLR),DMC",28,2,2493,1,0,1.0,0.2,30.0,Liverpool,2015,2016,epl,1.2,36.0,9,0,11,60,1.214562842622399,3.202115531079471,Defender Defensive Midfielder,4,7.05,3.5736142697579245
344,99165,Danny Ward, GK,2,0,180,0,0,0.0,0.0,0.0,Liverpool,2015,2016,epl,0.0,0.0,0,0,11,60,0.0,0.0,Goalkeeper,1,6.74,3.5000000000000004
345,105797,Jordon Ibe, M(CLR),12,15,1172,1,2,1.1,0.0,29.700000000000003,Liverpool,2015,2016,epl,0.4,10.8,0,0,11,60,1.4264613203704355,1.6390911489725113,Midfielder,3,6.59,3.301817440598052
346,257539,Sheyi Ojo, AM(CLR),5,3,397,0,3,0.6,0.0,4.8,Liverpool,2015,2016,epl,0.4,3.2,0,0,11,60,0.2691831402480602,1.568392038345337,Midfielder,3,6.66,3.1864659646046603
347,23444,Joe Allen, M(C),8,11,736,2,1,0.6,0.0,11.4,Liverpool,2015,2016,epl,0.7,13.299999999999999,0,0,11,60,1.3847464006394148,1.3596448935568333,Midfielder,1,6.57,3.156605639153809
348,297409,Pedro Chirivella, DMC,1,0,46,0,0,0.0,0.0,0.0,Liverpool,2015,2016,epl,0.0,0.0,0,0,11,60,0.0,0.0,Defensive Midfielder,1,5.31,3.066666666666667
349,296522,Connor Randall, D(LR),2,1,163,0,0,0.7,0.0,2.0999999999999996,Liverpool,2015,2016,epl,0.7,2.0999999999999996,0,0,11,60,0.1192025542259216,0.0581433288753032,Defender,2,6.24,2.8788534423994547
350,29106,Dejan Lovren, D(C),22,2,1898,0,0,0.9,0.0,21.6,Liverpool,2015,2016,epl,1.0,24.0,2,0,11,60,1.1265999674797058,0.2830609828233719,Defender,1,6.97,2.780473597939351
351,107846,Kevin Stewart, DMC,6,1,564,0,0,0.7,0.0,4.8999999999999995,Liverpool,2015,2016,epl,1.3,9.1,1,0,11,60,0.1321855578571558,0.1015038378536701,Defensive Midfielder,1,6.94,2.7391374535629853
352,141513,Cameron Brannagan, M(C),1,2,112,0,0,0.3,0.0,0.8999999999999999,Liverpool,2015,2016,epl,0.0,0.0,0,0,11,60,0.0712428838014602,0.6725331377238035,Midfielder,1,6.71,1.9340277777777781
353,141414,Brad Smith," D(L),M(L)",3,1,285,0,0,0.3,0.0,1.2,Liverpool,2015,2016,epl,1.8,7.2,1,1,11,60,0.0526628904044628,0.0753696262836456,Defender Midfielder,2,6.33,1.916824561403509
354,31451,Lucas Leiva," D(C),M(C)",21,6,1953,0,1,0.3,0.0,8.1,Liverpool,2015,2016,epl,1.8,48.6,8,0,11,60,0.6402257354930043,1.5367638058960438,Defender Midfielder,2,7.08,1.6693908954937928
355,327852,Ovie Ejaria, M(CL),0,2,6,0,0,0.0,0.0,0.0,Liverpool,2016,2017,epl,0.0,0.0,0,0,10,76,0.0,0.0,Midfielder,2,6.1,14.766666666666666
356,80767,Philippe Coutinho, M(CLR),28,3,2245,13,7,3.4,0.1,105.39999999999999,Liverpool,2016,2017,epl,0.6,18.599999999999998,2,0,10,76,8.867860797792673,6.25872527807951,Midfielder,3,7.56,9.275798179622905
357,4511,James Milner," D(LR),M(CLR)",36,0,3160,7,3,1.0,0.1,36.0,Liverpool,2016,2017,epl,1.1,39.6,5,0,10,76,7.355007588863373,3.95104325003922,Defender Midfielder,5,7.26,7.589708739092347
358,29106,Dejan Lovren, D(C),29,0,2555,2,1,0.5,0.0,14.5,Liverpool,2016,2017,epl,0.9,26.1,6,0,10,76,1.1365952678024769,0.4440002162009477,Defender,1,7.13,7.383834939136686
359,33568,Georginio Wijnaldum, M(CLR),33,3,2978,6,9,1.7,0.1,61.199999999999996,Liverpool,2016,2017,epl,0.6,21.599999999999998,2,0,10,76,5.565248823724687,5.296918980777264,Midfielder,3,6.95,7.124582648731984
360,31451,Lucas Leiva," D(C),M(C)",12,12,1105,0,3,0.3,0.0,7.199999999999999,Liverpool,2016,2017,epl,0.8,19.200000000000003,4,0,10,76,0.7886194428429008,0.654311491176486,Defender Midfielder,2,6.68,6.541709509481121
361,107846,Kevin Stewart, DMC,0,4,18,0,0,0.0,0.0,0.0,Liverpool,2016,2017,epl,0.3,1.2,0,0,10,76,0.0,0.0,Defensive Midfielder,1,6.13,6.364222222222223
362,21683,Adam Lallana, M(CLR),27,4,2350,8,7,1.6,0.4,49.6,Liverpool,2016,2017,epl,0.5,15.5,3,0,10,76,4.506964704953134,4.11239049769938,Midfielder,3,7.1,6.232225528266962
363,109915,Sadio Mané," AM(CLR),FW",26,1,2248,13,5,2.1,0.5,56.7,Liverpool,2016,2017,epl,1.2,32.4,4,0,10,76,9.48092144355178,4.445210799574852,Midfielder Forward,4,7.51,5.975800941490206
364,68659,Jordan Henderson," D(C),M(CLR)",24,0,2118,1,4,0.7,0.0,16.799999999999997,Liverpool,2016,2017,epl,1.2,28.799999999999997,8,0,10,76,0.7973983138799667,2.579310461878777,Defender Midfielder,4,7.3,5.813409312333992
365,113275,Alberto Moreno," D(L),M(L)",2,10,298,0,1,0.3,0.0,3.5999999999999996,Liverpool,2016,2017,epl,0.2,2.4000000000000004,1,0,10,76,0.2099557295441627,0.307248841971159,Defender Midfielder,2,6.28,5.155918309663429
366,69375,Nathaniel Clyne," D(LR),M(R)",37,0,3324,0,2,0.7,0.0,25.9,Liverpool,2016,2017,epl,0.4,14.8,0,0,10,76,1.4340631179511547,4.596981344744563,Defender Midfielder,3,6.8,5.155086694942638
367,124688,Divock Origi," AM(LR),FW",14,20,1460,7,3,1.1,0.4,37.400000000000006,Liverpool,2016,2017,epl,0.6,20.4,0,0,10,76,5.523564676754177,1.602315817028284,Midfielder Forward,3,6.5,4.75407511420776
368,96182,Roberto Firmino," M(CLR),FW",34,1,3069,11,7,2.9,0.5,101.5,Liverpool,2016,2017,epl,1.5,52.5,5,0,10,76,10.36466862168163,7.852919233031571,Midfielder Forward,4,7.54,4.641607493716834
369,111212,Emre Can," D(CLR),DMC",26,6,2368,5,2,1.4,0.1,44.8,Liverpool,2016,2017,epl,2.2,70.4,6,0,10,76,3.214385723695159,2.0903314612805843,Defender Defensive Midfielder,4,7.05,4.39251109463588
370,52197,Simon Mignolet, GK,28,0,2520,0,0,0.0,0.0,0.0,Liverpool,2016,2017,epl,0.0,0.0,0,0,10,76,0.0,0.0,Goalkeeper,1,6.72,4.063492063492063
371,107176,Loris Karius, GK,10,0,900,0,0,0.0,0.0,0.0,Liverpool,2016,2017,epl,0.0,0.0,0,0,10,76,0.0,0.0,Goalkeeper,1,6.34,3.517777777777778
372,244779,Marko Grujic, DMC,0,5,38,0,0,0.8,0.0,4.0,Liverpool,2016,2017,epl,0.4,2.0,1,0,10,76,0.2103006420657038,0.029634715989232,Defensive Midfielder,1,6.22,3.2934502923976607
373,23736,Daniel Sturridge," M(R),FW",7,13,769,3,1,2.0,0.4,40.0,Liverpool,2016,2017,epl,0.3,6.0,1,0,10,76,4.347298325970769,1.6363769508898258,Midfielder Forward,2,6.67,3.2785098589475647
374,10839,Ragnar Klavan, D(C),15,5,1408,0,0,0.2,0.0,4.0,Liverpool,2016,2017,epl,0.8,16.0,3,0,10,76,0.1919241454452276,0.1798553932458162,Defender,1,6.68,2.4419097222222224
375,330818,Ben Woodburn, AM(CL),1,4,84,0,0,0.4,0.0,2.0,Liverpool,2016,2017,epl,0.4,2.0,0,0,10,76,0.0747346580028534,0.0,Midfielder,2,6.14,2.2526190476190475
376,318871,Trent Alexander-Arnold," D(R),M(R)",2,5,166,0,0,0.4,0.0,2.8000000000000003,Liverpool,2016,2017,epl,0.1,0.7000000000000001,0,0,10,76,0.2043776847422123,0.0303824953734874,Defender Midfielder,2,6.2,2.192936699177663
377,330818,Ben Woodburn, AM(CL),0,1,6,0,0,0.0,0.0,0.0,Liverpool,2017,2018,epl,0.0,0.0,0,0,14,75,0.0,0.0,Midfielder,2,6.14,13.95
378,124688,Divock Origi," AM(LR),FW",0,1,9,0,0,0.0,0.0,0.0,Liverpool,2017,2018,epl,0.0,0.0,0,0,14,75,0.0,0.0,Midfielder Forward,3,5.8,9.633333333333335
379,108226,Mohamed Salah," AM(CLR),FW",34,2,2922,32,10,4.0,0.5,144.0,Liverpool,2017,2018,epl,0.4,14.4,1,0,14,75,25.13650297001004,8.344477602280676,Midfielder Forward,4,7.69,7.792538012364354
380,244779,Marko Grujic, DMC,0,3,14,0,0,0.0,0.0,0.0,Liverpool,2017,2018,epl,0.0,0.0,0,0,14,75,0.0,0.0299961734563112,Defensive Midfielder,1,6.12,7.4412698412698415
381,80767,Philippe Coutinho, M(CLR),13,1,1116,7,6,3.9,0.3,54.6,Liverpool,2017,2018,epl,0.4,5.6000000000000005,0,0,14,75,3.6399389542639256,4.951587982475758,Midfielder,3,8.03,7.147930025855584
382,115726,Andrew Robertson," D(L),M(L)",22,0,1943,1,5,0.5,0.2,11.0,Liverpool,2017,2018,epl,0.7,15.399999999999999,2,0,14,75,0.625356744043529,4.774722188711166,Defender Midfielder,2,7.02,7.056851849340078
383,111212,Emre Can," D(CLR),DMC",24,2,2094,3,4,1.0,0.0,26.0,Liverpool,2017,2018,epl,1.0,26.0,8,0,14,75,1.5114367678761482,3.046363638713956,Defender Defensive Midfielder,4,7.28,6.4364471515162025
384,10839,Ragnar Klavan, D(C),16,3,1449,1,0,0.1,0.0,1.9000000000000001,Liverpool,2017,2018,epl,0.4,7.6000000000000005,0,0,14,75,0.9329167008399964,0.135406844317913,Defender,1,6.81,6.004638455821556
385,318871,Trent Alexander-Arnold," D(R),M(R)",18,1,1576,1,1,0.6,0.2,11.4,Liverpool,2017,2018,epl,0.6,11.4,3,0,14,75,0.926313784904778,2.5219204239547253,Defender Midfielder,2,7.02,5.599995696949696
386,96182,Roberto Firmino," M(CLR),FW",32,5,2778,15,7,2.3,0.4,85.1,Liverpool,2017,2018,epl,1.5,55.5,1,0,14,75,10.763707412406802,7.67842498794198,Midfielder Forward,4,7.39,5.278087094902167
387,68659,Jordan Henderson," D(C),M(CLR)",25,2,2173,1,1,0.6,0.0,16.2,Liverpool,2017,2018,epl,1.0,27.0,1,0,14,75,1.13743712939322,1.9537714580073955,Defender Midfielder,4,6.95,5.059612418844883
388,29106,Dejan Lovren, D(C),24,5,2125,2,1,0.5,0.0,14.5,Liverpool,2017,2018,epl,0.5,14.5,4,0,14,75,2.011371299624443,1.327236097306013,Defender,1,6.99,5.046626743391618
389,109915,Sadio Mané," AM(CLR),FW",28,1,2207,10,7,2.4,0.4,69.6,Liverpool,2017,2018,epl,0.8,23.200000000000003,3,1,14,75,11.518153592944143,5.250221345573664,Midfielder Forward,4,7.27,4.679304010691845
390,33568,Georginio Wijnaldum, M(CLR),27,6,2387,1,2,1.2,0.1,39.6,Liverpool,2017,2018,epl,0.4,13.200000000000001,1,0,14,75,2.990428166463971,1.6406515073031187,Midfielder,3,6.79,4.678329322832505
391,107176,Loris Karius, GK,19,0,1710,0,0,0.0,0.0,0.0,Liverpool,2017,2018,epl,0.1,1.9000000000000001,1,0,14,75,0.0,0.0,Goalkeeper,1,6.7,3.6723859649122805
392,113275,Alberto Moreno," D(L),M(L)",14,2,1264,0,0,0.8,0.0,12.8,Liverpool,2017,2018,epl,0.5,8.0,1,0,14,75,0.4868070911616087,0.8854625141248107,Defender Midfielder,2,6.8,3.583579465541491
393,52197,Simon Mignolet, GK,19,0,1710,0,0,0.0,0.0,0.0,Liverpool,2017,2018,epl,0.1,1.9000000000000001,3,0,14,75,0.0,0.0,Goalkeeper,1,6.49,3.4712163742690056
394,91762,Danny Ings," AM(C),FW",3,5,265,1,0,1.0,0.4,8.0,Liverpool,2017,2018,epl,0.8,6.4,0,0,14,75,1.5471417605876925,0.1833358220756054,Midfielder Forward,2,6.33,3.093818100446587
395,4511,James Milner," D(LR),M(CLR)",16,16,1764,0,3,0.7,0.0,22.4,Liverpool,2017,2018,epl,0.9,28.8,3,0,14,75,1.1417935844510794,3.4214616576209664,Defender Midfielder,5,6.78,3.0774338895136335
396,69375,Nathaniel Clyne," D(LR),M(R)",2,1,174,0,0,0.7,0.0,2.0999999999999996,Liverpool,2017,2018,epl,1.3,3.9000000000000004,1,0,14,75,0.1128192842006683,0.0860979035496711,Defender Midfielder,3,6.27,2.867793103448276
397,136459,Dominic Solanke, FW,5,16,583,1,1,1.0,0.0,21.0,Liverpool,2017,2018,epl,0.6,12.6,0,0,14,75,3.666390743106604,2.531804773956537,Forward,1,6.4,1.6953343854195853
398,21683,Adam Lallana, M(CLR),1,11,235,0,0,0.9,0.1,10.8,Liverpool,2017,2018,epl,0.3,3.5999999999999996,1,0,14,75,1.5457690758630631,0.4080991968512535,Midfielder,3,6.22,1.6127919621749411
399,355358,Rafael Camacho, M(LR),0,1,1,0,0,0.0,0.0,0.0,Liverpool,2018,2019,epl,0.0,0.0,0,0,20,97,0.0,0.0,Midfielder,2,6.0,102.03333333333333
400,95408,Virgil van Dijk, D(C),38,0,3385,4,2,0.8,0.0,30.400000000000002,Liverpool,2018,2019,epl,0.3,11.4,1,0,20,97,3.510545489378273,1.2659120308235288,Defender,1,7.44,7.349040988956456
401,76304,Xherdan Shaqiri, M(CLR),11,13,1059,6,3,1.1,0.1,26.400000000000002,Liverpool,2018,2019,epl,0.4,9.600000000000001,2,0,20,97,4.059152172878385,1.8917570114135744,Midfielder,3,6.71,6.798944322341798
402,318871,Trent Alexander-Arnold," D(R),M(R)",27,2,2467,1,12,1.0,0.1,29.0,Liverpool,2018,2019,epl,0.5,14.5,3,0,20,97,1.4922779146581888,7.21885472536087,Defender Midfielder,2,7.36,6.715890229777239
403,96182,Roberto Firmino," M(CLR),FW",31,3,2620,12,6,2.2,0.2,74.80000000000001,Liverpool,2018,2019,epl,1.1,37.400000000000006,0,0,20,97,13.737689750269055,6.344290215522051,Midfielder Forward,4,7.2,6.570048184134934
404,108226,Mohamed Salah," AM(CLR),FW",37,1,3262,22,8,3.6,0.7,136.8,Liverpool,2018,2019,epl,0.7,26.599999999999998,1,0,20,97,21.79245018400252,10.468589510768652,Midfielder Forward,4,7.57,6.398074231962441
405,109915,Sadio Mané," AM(CLR),FW",35,1,3086,22,1,2.4,0.7,86.39999999999999,Liverpool,2018,2019,epl,0.9,32.4,2,0,20,97,16.762808084487915,5.123734523542225,Midfielder Forward,4,7.43,6.371859068814643
406,124688,Divock Origi," AM(LR),FW",4,8,368,3,1,1.1,0.3,13.200000000000001,Liverpool,2018,2019,epl,0.2,2.4000000000000004,0,0,20,97,2.2430995739996438,0.1880114041268825,Midfielder Forward,3,6.57,6.101319923945661
407,115726,Andrew Robertson," D(L),M(L)",36,0,3219,0,11,0.4,0.0,14.4,Liverpool,2018,2019,epl,0.5,18.0,4,0,20,97,0.8616027366369963,8.056077662855387,Defender Midfielder,2,7.12,5.57894484571846
408,33568,Georginio Wijnaldum, M(CLR),32,3,2736,3,0,0.9,0.1,31.5,Liverpool,2018,2019,epl,0.5,17.5,3,0,20,97,3.180203888565302,1.943438841961324,Midfielder,3,6.89,5.465837671295703
409,115916,Fabinho," D(CR),DMC",21,7,2013,1,2,0.6,0.0,16.8,Liverpool,2018,2019,epl,1.0,28.0,6,0,20,97,1.144551856443286,1.3083824701607227,Defender Defensive Midfielder,3,6.95,5.146811226632417
410,29106,Dejan Lovren, D(C),11,2,986,1,0,0.5,0.0,6.5,Liverpool,2018,2019,epl,0.2,2.6,1,0,20,97,0.9101980663836002,0.1081664934754371,Defender,1,7.08,4.6118372609179294
